1 	 0.000 	 0.000 
2 	 0.000 	 0.000 
3 	 0.001 	 0.000 
4 	 0.001 	 41.000 
5 	 0.001 	 426.000 
6 	 0.001 	 1368.000 
7 	 0.001 	 2565.000 
8 	 0.002 	 4424.000 
9 	 0.002 	 6863.000 
10 	 0.002 	 9713.000 
11 	 0.002 	 13474.000 
12 	 0.002 	 17470.000 
13 	 0.003 	 22368.000 
14 	 0.003 	 26708.000 
15 	 0.003 	 31376.000 
16 	 0.003 	 35651.000 
17 	 0.003 	 39161.000 
18 	 0.004 	 42277.000 
19 	 0.004 	 44381.000 
20 	 0.004 	 45388.000 
21 	 0.004 	 45455.000 
22 	 0.004 	 45371.000 
23 	 0.005 	 43875.000 
24 	 0.005 	 42490.000 
25 	 0.005 	 39552.000 
26 	 0.005 	 37267.000 
27 	 0.005 	 34557.000 
28 	 0.006 	 31211.000 
29 	 0.006 	 28575.000 
30 	 0.006 	 25552.000 
31 	 0.006 	 22926.000 
32 	 0.006 	 20651.000 
33 	 0.007 	 18424.000 
34 	 0.007 	 16365.000 
35 	 0.007 	 14701.000 
36 	 0.007 	 13096.000 
37 	 0.007 	 11890.000 
38 	 0.008 	 10549.000 
39 	 0.008 	 9574.000 
40 	 0.008 	 8280.000 
41 	 0.008 	 7610.000 
42 	 0.008 	 6950.000 
43 	 0.009 	 6164.000 
44 	 0.009 	 5786.000 
45 	 0.009 	 5185.000 
46 	 0.009 	 4891.000 
47 	 0.009 	 4487.000 
48 	 0.009 	 4225.000 
49 	 0.010 	 3849.000 
50 	 0.010 	 3590.000 
51 	 0.010 	 3250.000 
52 	 0.010 	 3238.000 
53 	 0.011 	 2985.000 
54 	 0.011 	 2753.000 
55 	 0.011 	 2623.000 
56 	 0.011 	 2538.000 
57 	 0.011 	 2329.000 
58 	 0.011 	 2243.000 
59 	 0.012 	 2128.000 
60 	 0.012 	 1961.000 
61 	 0.012 	 1862.000 
62 	 0.012 	 1816.000 
63 	 0.013 	 1690.000 
64 	 0.013 	 1616.000 
65 	 0.013 	 1532.000 
66 	 0.013 	 1455.000 
67 	 0.013 	 1321.000 
68 	 0.013 	 1304.000 
69 	 0.014 	 1236.000 
70 	 0.014 	 1204.000 
71 	 0.014 	 1165.000 
72 	 0.014 	 1097.000 
73 	 0.015 	 1070.000 
74 	 0.015 	 991.000 
75 	 0.015 	 947.000 
76 	 0.015 	 921.000 
77 	 0.015 	 879.000 
78 	 0.015 	 864.000 
79 	 0.016 	 835.000 
80 	 0.016 	 798.000 
81 	 0.016 	 777.000 
82 	 0.016 	 835.000 
83 	 0.017 	 717.000 
84 	 0.017 	 714.000 
85 	 0.017 	 711.000 
86 	 0.017 	 707.000 
87 	 0.017 	 665.000 
88 	 0.018 	 670.000 
89 	 0.018 	 622.000 
90 	 0.018 	 667.000 
91 	 0.018 	 653.000 
92 	 0.018 	 588.000 
93 	 0.018 	 598.000 
94 	 0.019 	 592.000 
95 	 0.019 	 581.000 
96 	 0.019 	 538.000 
97 	 0.019 	 537.000 
98 	 0.019 	 515.000 
99 	 0.020 	 538.000 
100 	 0.020 	 511.000 
