1 	 0.000 	 973485.000 
2 	 0.000 	 18830.000 
3 	 0.001 	 2971.000 
4 	 0.001 	 1415.000 
5 	 0.001 	 849.000 
6 	 0.001 	 828.000 
7 	 0.001 	 598.000 
8 	 0.002 	 331.000 
9 	 0.002 	 139.000 
10 	 0.002 	 90.000 
11 	 0.002 	 66.000 
12 	 0.002 	 58.000 
13 	 0.003 	 41.000 
14 	 0.003 	 22.000 
15 	 0.003 	 32.000 
16 	 0.003 	 20.000 
17 	 0.003 	 20.000 
18 	 0.004 	 15.000 
19 	 0.004 	 13.000 
20 	 0.004 	 14.000 
21 	 0.004 	 16.000 
22 	 0.004 	 20.000 
23 	 0.005 	 22.000 
24 	 0.005 	 19.000 
25 	 0.005 	 16.000 
26 	 0.005 	 15.000 
27 	 0.005 	 17.000 
28 	 0.006 	 19.000 
29 	 0.006 	 15.000 
30 	 0.006 	 4.000 
31 	 0.006 	 0.000 
32 	 0.006 	 0.000 
33 	 0.007 	 0.000 
34 	 0.007 	 0.000 
35 	 0.007 	 0.000 
36 	 0.007 	 0.000 
37 	 0.007 	 0.000 
38 	 0.008 	 0.000 
39 	 0.008 	 0.000 
40 	 0.008 	 0.000 
41 	 0.008 	 0.000 
42 	 0.008 	 0.000 
43 	 0.009 	 0.000 
44 	 0.009 	 0.000 
45 	 0.009 	 0.000 
46 	 0.009 	 0.000 
47 	 0.009 	 0.000 
48 	 0.009 	 0.000 
49 	 0.010 	 0.000 
50 	 0.010 	 0.000 
51 	 0.010 	 0.000 
52 	 0.010 	 0.000 
53 	 0.011 	 0.000 
54 	 0.011 	 0.000 
55 	 0.011 	 0.000 
56 	 0.011 	 0.000 
57 	 0.011 	 0.000 
58 	 0.011 	 0.000 
59 	 0.012 	 0.000 
60 	 0.012 	 0.000 
61 	 0.012 	 0.000 
62 	 0.012 	 0.000 
63 	 0.013 	 0.000 
64 	 0.013 	 0.000 
65 	 0.013 	 0.000 
66 	 0.013 	 0.000 
67 	 0.013 	 0.000 
68 	 0.013 	 0.000 
69 	 0.014 	 0.000 
70 	 0.014 	 0.000 
71 	 0.014 	 0.000 
72 	 0.014 	 0.000 
73 	 0.015 	 0.000 
74 	 0.015 	 0.000 
75 	 0.015 	 0.000 
76 	 0.015 	 0.000 
77 	 0.015 	 0.000 
78 	 0.015 	 0.000 
79 	 0.016 	 0.000 
80 	 0.016 	 0.000 
81 	 0.016 	 0.000 
82 	 0.016 	 0.000 
83 	 0.017 	 0.000 
84 	 0.017 	 0.000 
85 	 0.017 	 0.000 
86 	 0.017 	 0.000 
87 	 0.017 	 0.000 
88 	 0.018 	 0.000 
89 	 0.018 	 0.000 
90 	 0.018 	 0.000 
91 	 0.018 	 0.000 
92 	 0.018 	 0.000 
93 	 0.018 	 0.000 
94 	 0.019 	 0.000 
95 	 0.019 	 0.000 
96 	 0.019 	 0.000 
97 	 0.019 	 0.000 
98 	 0.019 	 0.000 
99 	 0.020 	 0.000 
100 	 0.020 	 0.000 
